curriculum,curid,sylid,subjectCode,text,href
BIT_AI_K20D-21A,2891,13675,ADY201m,mat1,https://flm.fpt.edu.vn/download/13675/S/1_mat1.zip
BIT_AI_K20D-21A,2891,13675,ADY201m,mat2,https://flm.fpt.edu.vn/download/13675/S/2_mat2.zip
BIT_AI_K20D-21A,2891,13675,ADY201m,mat3,https://flm.fpt.edu.vn/download/13675/S/3_mat3.zip
BIT_AI_K20D-21A,2891,13675,ADY201m,mat4,https://flm.fpt.edu.vn/download/13675/S/4_mat4.zip
BIT_AI_K20D-21A,2891,14233,JPD123,JPD123,https://flm.fpt.edu.vn/download/13871/S/2_JPD123.zip
BIT_AI_K20D-21A,2891,13136,MAS291,MAS291,https://flm.fpt.edu.vn/download/13136/S/2_MAS291.zip
BIT_AI_K20D-21A,2891,10736,AIL303m,mat1,https://flm.fpt.edu.vn/download/9315/S/1_mat1.zip
BIT_AI_K20D-21A,2891,13292,CPV301,mat1,https://flm.fpt.edu.vn/download/13292/S/1_mat1.zip
BIT_AI_K20D-21A,2891,13292,CPV301,mat2,https://flm.fpt.edu.vn/download/13292/S/2_mat2.zip
BIT_AI_K20D-21A,2891,13292,CPV301,mat3,https://flm.fpt.edu.vn/download/13292/S/3_mat3.zip
BIT_AI_K20D-21A,2891,14112,DAP391m,mat1,https://flm.fpt.edu.vn/download/13676/S/1_mat1.zip
BIT_AI_K20D-21A,2891,14112,DAP391m,mat2,https://flm.fpt.edu.vn/download/13676/S/2_mat2.zip
BIT_AI_K20D-21A,2891,14112,DAP391m,mat3,https://flm.fpt.edu.vn/download/13676/S/3_mat3.zip
BIT_AI_K20D-21A,2891,14112,DAP391m,mat4,https://flm.fpt.edu.vn/download/13676/S/4_mat4.zip
BIT_AI_K20D-21A,2891,14112,DAP391m,mat5,https://flm.fpt.edu.vn/download/13676/S/5_mat5.zip
BIT_AI_K20D-21A,2891,11217,DSR301m,mat1,https://flm.fpt.edu.vn/download/9492/S/1_mat1.zip
BIT_AI_K20D-21A,2891,11217,DSR301m,mat2,https://flm.fpt.edu.vn/download/9492/S/2_mat2.zip
BIT_AI_K20D-21A,2891,13339,DPL302m,mat1,https://flm.fpt.edu.vn/download/13339/S/1_mat1.zip
BIT_AI_K20D-21A,2891,13339,DPL302m,mat2,https://flm.fpt.edu.vn/download/13339/S/2_mat2.zip
BIT_AI_K20D-21A,2891,13339,DPL302m,mat3,https://flm.fpt.edu.vn/download/13339/S/3_mat3.zip
BIT_AI_K20D-21A,2891,13339,DPL302m,mat4,https://flm.fpt.edu.vn/download/13339/S/4_mat4.zip
BIT_AI_K20D-21A,2891,11218,DBM302m,mat1,https://flm.fpt.edu.vn/download/10572/S/1_mat1.zip
BIT_AI_K20D-21A,2891,11218,DBM302m,mat2,https://flm.fpt.edu.vn/download/10572/S/2_mat2.zip
BIT_AI_K20D-21A,2891,13293,DAT301m,mat1,https://flm.fpt.edu.vn/download/13293/S/1_mat1.zip
BIT_AI_K20D-21A,2891,10358,EXE101,Slides,https://flm.fpt.edu.vn/download/10358/S/1_Slides.zip
BIT_AI_K20D-21A,2891,10358,EXE101,Case studies,https://flm.fpt.edu.vn/download/10358/S/2_Case%20studies.zip
BIT_AI_K20D-21A,2891,10358,EXE101,EXE101_Tai lieu huong dan nhom mon Trai nghiem khoi nghiep_V5_Tu SU23,https://flm.fpt.edu.vn/download/10358/S/3_EXE101_Tai%20lieu%20huong%20dan%20nhom%20mon%20Trai%20nghiem%20khoi%20nghiep_V5_Tu%20SU23.zip
BIT_AI_K20D-21A,2891,11717,DSP391m,mat1,https://flm.fpt.edu.vn/download/11232/S/1_mat1.zip
BIT_AI_K20D-21A,2891,10361,EXE201,EXE201,https://flm.fpt.edu.vn/download/10361/S/1_EXE201.zip
BIT_AI_K20D-21A,2891,10361,EXE201,EXE201_Tai lieu huong dan nhom mon Trai nghiem khoi nghiep_V5_Tu SU23,https://flm.fpt.edu.vn/download/10361/S/2_EXE201_Tai%20lieu%20huong%20dan%20nhom%20mon%20Trai%20nghiem%20khoi%20nghiep_V5_Tu%20SU23.zip
BIT_AI_K20D-21A,2891,11256,REL301m,mat1,https://flm.fpt.edu.vn/download/11256/S/1_mat1.zip
BIT_AI_K20D-21A,2891,11256,REL301m,mat2,https://flm.fpt.edu.vn/download/11256/S/2_mat2.zip
BIT_AI_K20D-21A,2891,13592,EXE401,EXE401_SP25_Tai lieu huong dan,https://flm.fpt.edu.vn/download/12279/S/1_EXE401_SP25_Tai%20lieu%20huong%20dan.zip
BIT_AI_K20D-21A,2891,13592,EXE401,EXE401_SP25_Quy dinh Hoi dong va phieu cham,https://flm.fpt.edu.vn/download/12279/S/2_EXE401_SP25_Quy%20dinh%20Hoi%20dong%20va%20phieu%20cham.zip
BIT_AI_K20D-21A,2891,13592,EXE401,QD06 DHFPT trien khai TNKN,https://flm.fpt.edu.vn/download/12279/S/3_QD06%20DHFPT%20trien%20khai%20TNKN.zip
BIT_SE_K19D_K20A,2941,13245,CEA201,CEA201,https://flm.fpt.edu.vn/download/13245/S/1_CEA201.zip
BIT_SE_K19D_K20A,2941,13245,CEA201,CEA201,https://flm.fpt.edu.vn/download/13245/S/2_CEA201.zip
BIT_SE_K19D_K20A,2941,11585,CSI106,CSI106,https://flm.fpt.edu.vn/download/11129/S/1_CSI106.zip
BIT_SE_K19D_K20A,2941,11585,CSI106,CSI106,https://flm.fpt.edu.vn/download/11129/S/2_CSI106.zip
BIT_SE_K19D_K20A,2941,12223,PRF192,PRF192_Slides_1,https://flm.fpt.edu.vn/download/12223/S/1_PRF192_Slides_1.zip
BIT_SE_K19D_K20A,2941,12223,PRF192,PRF192_Slides_2,https://flm.fpt.edu.vn/download/12223/S/2_PRF192_Slides_2.zip
BIT_SE_K19D_K20A,2941,12223,PRF192,PRF192_Slides_3,https://flm.fpt.edu.vn/download/12223/S/3_PRF192_Slides_3.zip
BIT_SE_K19D_K20A,2941,13144,MAD101,MAD101_Part1,https://flm.fpt.edu.vn/download/13144/S/1_MAD101_Part1.zip
BIT_SE_K19D_K20A,2941,13144,MAD101,MAD101_Part2,https://flm.fpt.edu.vn/download/13144/S/2_MAD101_Part2.zip
BIT_SE_K19D_K20A,2941,13166,OSG202,OSG202,https://flm.fpt.edu.vn/download/12841/S/1_OSG202.zip
BIT_SE_K19D_K20A,2941,10368,CSD201,CSD201,https://flm.fpt.edu.vn/download/863/S/1_CSD201.zip
BIT_SE_K19D_K20A,2941,10368,CSD201,CSD201,https://flm.fpt.edu.vn/download/863/S/2_CSD201.zip
BIT_SE_K19D_K20A,2941,871,DBI202-OLD,DBI202,https://flm.fpt.edu.vn/download/871/S/1_DBI202.zip
BIT_SE_K19D_K20A,2941,871,DBI202-OLD,DBI202,https://flm.fpt.edu.vn/download/871/S/2_DBI202.zip
BIT_SE_K19D_K20A,2941,14232,JPD113,JPD113,https://flm.fpt.edu.vn/download/13883/S/1_JPD113.zip
BIT_SE_K19D_K20A,2941,10021,LAB211,LAB211,https://flm.fpt.edu.vn/download/6697/S/1_LAB211.zip
BIT_SE_K19D_K20A,2941,10021,LAB211,LAB211,https://flm.fpt.edu.vn/download/6697/S/2_LAB211.zip
BIT_SE_K19D_K20A,2941,13136,MAS291,MAS291,https://flm.fpt.edu.vn/download/13136/S/2_MAS291.zip
BIT_SE_K19D_K20A,2941,11547,IoT102t,IoT102t,https://flm.fpt.edu.vn/download/11547/S/1_IoT102t.zip
BIT_SE_K19D_K20A,2941,14233,JPD123,JPD123,https://flm.fpt.edu.vn/download/13871/S/2_JPD123.zip
BIT_SE_K19D_K20A,2941,13165,PRJ301,PRJ301,https://flm.fpt.edu.vn/download/12674/S/1_PRJ301.zip
BIT_SE_K19D_K20A,2941,11845,SSG104,SSG104,https://flm.fpt.edu.vn/download/10084/S/1_SSG104.zip
BIT_SE_K19D_K20A,2941,11845,SSG104,SSG104,https://flm.fpt.edu.vn/download/10084/S/2_SSG104.zip
BIT_SE_K19D_K20A,2941,11845,SSG104,SSG104,https://flm.fpt.edu.vn/download/10084/S/3_SSG104.zip
BIT_SE_K19D_K20A,2941,11845,SSG104,SSG104,https://flm.fpt.edu.vn/download/10084/S/4_SSG104.zip
BIT_SE_K19D_K20A,2941,11845,SSG104,SSG104,https://flm.fpt.edu.vn/download/10084/S/5_SSG104.zip
BIT_SE_K19D_K20A,2941,14234,JPD133,JPD133,https://flm.fpt.edu.vn/download/14234/S/1_JPD133.zip
BIT_SE_K19D_K20A,2941,14234,JPD133,JPD133,https://flm.fpt.edu.vn/download/14234/S/2_JPD133.zip
BIT_SE_K19D_K20A,2941,14177,SWP391,SWP391,https://flm.fpt.edu.vn/download/13273/S/1_SWP391.zip
BIT_SE_K19D_K20A,2941,14177,SWP391,SWP391,https://flm.fpt.edu.vn/download/13273/S/2_SWP391.zip
BIT_SE_K19D_K20A,2941,14176,SWR302,SWR302,https://flm.fpt.edu.vn/download/10020/S/1_SWR302.zip
BIT_SE_K19D_K20A,2941,14176,SWR302,SWR302,https://flm.fpt.edu.vn/download/10020/S/2_SWR302.zip
BIT_SE_K19D_K20A,2941,14178,SWT301,SWT301,https://flm.fpt.edu.vn/download/12660/S/1_SWT301.zip
BIT_SE_K19D_K20A,2941,10358,EXE101,Slides,https://flm.fpt.edu.vn/download/10358/S/1_Slides.zip
BIT_SE_K19D_K20A,2941,10358,EXE101,Case studies,https://flm.fpt.edu.vn/download/10358/S/2_Case%20studies.zip
BIT_SE_K19D_K20A,2941,10358,EXE101,EXE101_Tai lieu huong dan nhom mon Trai nghiem khoi nghiep_V5_Tu SU23,https://flm.fpt.edu.vn/download/10358/S/3_EXE101_Tai%20lieu%20huong%20dan%20nhom%20mon%20Trai%20nghiem%20khoi%20nghiep_V5_Tu%20SU23.zip
BIT_SE_K19D_K20A,2941,13933,JPD316,JPD316,https://flm.fpt.edu.vn/download/13865/S/1_JPD316.zip
BIT_SE_K19D_K20A,2941,13933,JPD316,JPD316,https://flm.fpt.edu.vn/download/13865/S/2_JPD316.zip
BIT_SE_K19D_K20A,2941,14179,SWD392,SWD392,https://flm.fpt.edu.vn/download/12898/S/1_SWD392.zip
BIT_SE_K19D_K20A,2941,10361,EXE201,EXE201,https://flm.fpt.edu.vn/download/10361/S/1_EXE201.zip
BIT_SE_K19D_K20A,2941,10361,EXE201,EXE201_Tai lieu huong dan nhom mon Trai nghiem khoi nghiep_V5_Tu SU23,https://flm.fpt.edu.vn/download/10361/S/2_EXE201_Tai%20lieu%20huong%20dan%20nhom%20mon%20Trai%20nghiem%20khoi%20nghiep_V5_Tu%20SU23.zip
BIT_SE_K19D_K20A,2941,13822,PRM393,PRM393,https://flm.fpt.edu.vn/download/13822/S/1_PRM393.zip
BIT_SE_K19D_K20A,2941,13592,EXE401,EXE401_SP25_Tai lieu huong dan,https://flm.fpt.edu.vn/download/12279/S/1_EXE401_SP25_Tai%20lieu%20huong%20dan.zip
BIT_SE_K19D_K20A,2941,13592,EXE401,EXE401_SP25_Quy dinh Hoi dong va phieu cham,https://flm.fpt.edu.vn/download/12279/S/2_EXE401_SP25_Quy%20dinh%20Hoi%20dong%20va%20phieu%20cham.zip
BIT_SE_K19D_K20A,2941,13592,EXE401,QD06 DHFPT trien khai TNKN,https://flm.fpt.edu.vn/download/12279/S/3_QD06%20DHFPT%20trien%20khai%20TNKN.zip
BIT_SE_K20D_K21A,3007,13245,CEA201,CEA201,https://flm.fpt.edu.vn/download/13245/S/1_CEA201.zip
BIT_SE_K20D_K21A,3007,13245,CEA201,CEA201,https://flm.fpt.edu.vn/download/13245/S/2_CEA201.zip
BIT_SE_K20D_K21A,3007,11585,CSI106,CSI106,https://flm.fpt.edu.vn/download/11129/S/1_CSI106.zip
BIT_SE_K20D_K21A,3007,11585,CSI106,CSI106,https://flm.fpt.edu.vn/download/11129/S/2_CSI106.zip
BIT_SE_K20D_K21A,3007,12223,PRF192,PRF192_Slides_1,https://flm.fpt.edu.vn/download/12223/S/1_PRF192_Slides_1.zip
BIT_SE_K20D_K21A,3007,12223,PRF192,PRF192_Slides_2,https://flm.fpt.edu.vn/download/12223/S/2_PRF192_Slides_2.zip
BIT_SE_K20D_K21A,3007,12223,PRF192,PRF192_Slides_3,https://flm.fpt.edu.vn/download/12223/S/3_PRF192_Slides_3.zip
BIT_SE_K20D_K21A,3007,13144,MAD101,MAD101_Part1,https://flm.fpt.edu.vn/download/13144/S/1_MAD101_Part1.zip
BIT_SE_K20D_K21A,3007,13144,MAD101,MAD101_Part2,https://flm.fpt.edu.vn/download/13144/S/2_MAD101_Part2.zip
BIT_SE_K20D_K21A,3007,13166,OSG202,OSG202,https://flm.fpt.edu.vn/download/12841/S/1_OSG202.zip
BIT_SE_K20D_K21A,3007,871,DBI202-OLD,DBI202,https://flm.fpt.edu.vn/download/871/S/1_DBI202.zip
BIT_SE_K20D_K21A,3007,871,DBI202-OLD,DBI202,https://flm.fpt.edu.vn/download/871/S/2_DBI202.zip
BIT_SE_K20D_K21A,3007,14232,JPD113,JPD113,https://flm.fpt.edu.vn/download/13883/S/1_JPD113.zip
BIT_SE_K20D_K21A,3007,10021,LAB211,LAB211,https://flm.fpt.edu.vn/download/6697/S/1_LAB211.zip
BIT_SE_K20D_K21A,3007,10021,LAB211,LAB211,https://flm.fpt.edu.vn/download/6697/S/2_LAB211.zip
BIT_SE_K20D_K21A,3007,13136,MAS291,MAS291,https://flm.fpt.edu.vn/download/13136/S/2_MAS291.zip
BIT_SE_K20D_K21A,3007,10368,CSD201,CSD201,https://flm.fpt.edu.vn/download/863/S/1_CSD201.zip
BIT_SE_K20D_K21A,3007,10368,CSD201,CSD201,https://flm.fpt.edu.vn/download/863/S/2_CSD201.zip
BIT_SE_K20D_K21A,3007,11547,IoT102t,IoT102t,https://flm.fpt.edu.vn/download/11547/S/1_IoT102t.zip
BIT_SE_K20D_K21A,3007,14233,JPD123,JPD123,https://flm.fpt.edu.vn/download/13871/S/2_JPD123.zip
BIT_SE_K20D_K21A,3007,13165,PRJ301,PRJ301,https://flm.fpt.edu.vn/download/12674/S/1_PRJ301.zip
BIT_SE_K20D_K21A,3007,14176,SWR302,SWR302,https://flm.fpt.edu.vn/download/10020/S/1_SWR302.zip
BIT_SE_K20D_K21A,3007,14176,SWR302,SWR302,https://flm.fpt.edu.vn/download/10020/S/2_SWR302.zip
BIT_SE_K20D_K21A,3007,14234,JPD133,JPD133,https://flm.fpt.edu.vn/download/14234/S/1_JPD133.zip
BIT_SE_K20D_K21A,3007,14234,JPD133,JPD133,https://flm.fpt.edu.vn/download/14234/S/2_JPD133.zip
BIT_SE_K20D_K21A,3007,14177,SWP391,SWP391,https://flm.fpt.edu.vn/download/13273/S/1_SWP391.zip
BIT_SE_K20D_K21A,3007,14177,SWP391,SWP391,https://flm.fpt.edu.vn/download/13273/S/2_SWP391.zip
BIT_SE_K20D_K21A,3007,14178,SWT301,SWT301,https://flm.fpt.edu.vn/download/12660/S/1_SWT301.zip
BIT_SE_K20D_K21A,3007,10358,EXE101,Slides,https://flm.fpt.edu.vn/download/10358/S/1_Slides.zip
BIT_SE_K20D_K21A,3007,10358,EXE101,Case studies,https://flm.fpt.edu.vn/download/10358/S/2_Case%20studies.zip
BIT_SE_K20D_K21A,3007,10358,EXE101,EXE101_Tai lieu huong dan nhom mon Trai nghiem khoi nghiep_V5_Tu SU23,https://flm.fpt.edu.vn/download/10358/S/3_EXE101_Tai%20lieu%20huong%20dan%20nhom%20mon%20Trai%20nghiem%20khoi%20nghiep_V5_Tu%20SU23.zip
BIT_SE_K20D_K21A,3007,13933,JPD316,JPD316,https://flm.fpt.edu.vn/download/13865/S/1_JPD316.zip
BIT_SE_K20D_K21A,3007,13933,JPD316,JPD316,https://flm.fpt.edu.vn/download/13865/S/2_JPD316.zip
BIT_SE_K20D_K21A,3007,14179,SWD392,SWD392,https://flm.fpt.edu.vn/download/12898/S/1_SWD392.zip
BIT_SE_K20D_K21A,3007,10361,EXE201,EXE201,https://flm.fpt.edu.vn/download/10361/S/1_EXE201.zip
BIT_SE_K20D_K21A,3007,10361,EXE201,EXE201_Tai lieu huong dan nhom mon Trai nghiem khoi nghiep_V5_Tu SU23,https://flm.fpt.edu.vn/download/10361/S/2_EXE201_Tai%20lieu%20huong%20dan%20nhom%20mon%20Trai%20nghiem%20khoi%20nghiep_V5_Tu%20SU23.zip
BIT_SE_K20D_K21A,3007,13822,PRM393,PRM393,https://flm.fpt.edu.vn/download/13822/S/1_PRM393.zip
BIT_SE_K20D_K21A,3007,13592,EXE401,EXE401_SP25_Tai lieu huong dan,https://flm.fpt.edu.vn/download/12279/S/1_EXE401_SP25_Tai%20lieu%20huong%20dan.zip
BIT_SE_K20D_K21A,3007,13592,EXE401,EXE401_SP25_Quy dinh Hoi dong va phieu cham,https://flm.fpt.edu.vn/download/12279/S/2_EXE401_SP25_Quy%20dinh%20Hoi%20dong%20va%20phieu%20cham.zip
BIT_SE_K20D_K21A,3007,13592,EXE401,QD06 DHFPT trien khai TNKN,https://flm.fpt.edu.vn/download/12279/S/3_QD06%20DHFPT%20trien%20khai%20TNKN.zip
(combo),,12378,IIP301,IIP301_Chaps 1 to 5,https://flm.fpt.edu.vn/download/10639/S/1_IIP301_Chaps%201%20to%205.zip
(combo),,12378,IIP301,IIP301_Chaps 6 and 8 to 11,https://flm.fpt.edu.vn/download/10639/S/2_IIP301_Chaps%206%20and%208%20to%2011.zip
(combo),,12378,IIP301,IIP301_Chaps 12 to 17,https://flm.fpt.edu.vn/download/10639/S/3_IIP301_Chaps%2012%20to%2017.zip
(combo),,13792,FIN201,FIN201_Chap1-8,https://flm.fpt.edu.vn/download/11433/S/1_FIN201_Chap1-8.zip
(combo),,13792,FIN201,FIN202_Chap9-15,https://flm.fpt.edu.vn/download/11433/S/2_FIN202_Chap9-15.zip
(combo),,13792,FIN201,FIN201_Monetary Economics and Global Economy,https://flm.fpt.edu.vn/download/939/S/2_FIN201_Monetary%20Economics%20and%20Global%20Economy.zip
(combo),,11445,HOM202,HOM202,https://flm.fpt.edu.vn/download/4652/S/1_HOM202.zip
(combo),,11445,HOM202,HOM202,https://flm.fpt.edu.vn/download/4652/S/2_HOM202.zip
(combo),,13596,DMS301m,DMS301m,https://flm.fpt.edu.vn/download/11489/S/1_DMS301m.zip
(combo),,13596,DMS301m,DMS301m,https://flm.fpt.edu.vn/download/11489/S/2_DMS301m.zip
(combo),,13596,DMS301m,DMS301m,https://flm.fpt.edu.vn/download/11489/S/3_DMS301m.zip
(combo),,13596,DMS301m,DMS301m,https://flm.fpt.edu.vn/download/11489/S/4_DMS301m.zip
(combo),,13596,DMS301m,DMS301m,https://flm.fpt.edu.vn/download/11489/S/5_DMS301m.zip
(combo),,12605,CMC201c,CMC201c,https://flm.fpt.edu.vn/download/12605/S/1_CMC201c.zip
(combo),,12605,CMC201c,CMC201c,https://flm.fpt.edu.vn/download/12605/S/2_CMC201c.zip
(combo),,13789,FIN303,FIN303_chap1-10,https://flm.fpt.edu.vn/download/11434/S/1_FIN303_chap1-10.zip
(combo),,13789,FIN303,FIN303_chap11-20,https://flm.fpt.edu.vn/download/11434/S/2_FIN303_chap11-20.zip
(combo),,12278,DMA301m,DMA301m_S_download,https://flm.fpt.edu.vn/download/11477/S/1_DMA301m_S_download.zip
(combo),,12278,DMA301m,DMA301m_S_download,https://flm.fpt.edu.vn/download/11477/S/2_DMA301m_S_download.zip
(combo),,12278,DMA301m,DMA301m_S_Download,https://flm.fpt.edu.vn/download/11477/S/3_DMA301m_S_Download.zip
(combo),,13451,DTG111,DTG111,https://flm.fpt.edu.vn/download/13451/S/1_DTG111.zip
(combo),,13451,DTG111,DTG111,https://flm.fpt.edu.vn/download/13451/S/2_DTG111.zip
(combo),,11561,TMG301,mat1,https://flm.fpt.edu.vn/download/9898/S/1_mat1.zip
(combo),,11175,AIM301m,mat1,https://flm.fpt.edu.vn/download/10573/S/1_mat1.zip
(combo),,13945,SLP301,mat1,https://flm.fpt.edu.vn/download/11250/S/1_mat1.zip
(combo),,11703,AIE301m,mat1,https://flm.fpt.edu.vn/download/11258/S/1_mat1.zip
(combo),,11703,AIE301m,mat2,https://flm.fpt.edu.vn/download/11258/S/2_mat2.zip
(combo),,13699,IMP302,mat1,https://flm.fpt.edu.vn/download/13699/S/1_mat1.zip
(combo),,12580,FER202,FER202,https://flm.fpt.edu.vn/download/12580/S/1_FER202.zip
(combo),,11424,ECI101,ECI101,https://flm.fpt.edu.vn/download/11424/S/1_ECI101.zip
(combo),,13804,HSF302,HSF302,https://flm.fpt.edu.vn/download/12221/S/1_HSF302.zip
(combo),,13152,FGU301,FGU301_Slide,https://flm.fpt.edu.vn/download/12188/S/1_FGU301_Slide.zip
(combo),,13201,PDS301m,PDS301m,https://flm.fpt.edu.vn/download/13201/S/1_PDS301m.zip
(combo),,13201,PDS301m,PDS301m,https://flm.fpt.edu.vn/download/13201/S/2_PDS301m.zip
(combo),,13891,PRN212,PRN212,https://flm.fpt.edu.vn/download/12705/S/1_PRN212.zip
(combo),,12857,KOR311,KOR311_S_download,https://flm.fpt.edu.vn/download/9262/S/1_KOR311_S_download.zip
(combo),,11081,DBM301,DBM301,https://flm.fpt.edu.vn/download/1915/S/1_DBM301.zip
(combo),,11081,DBM301,DBM301,https://flm.fpt.edu.vn/download/1915/S/2_DBM301.zip
(combo),,12175,SDN302,SDN302_Slides_1,https://flm.fpt.edu.vn/download/12175/S/1_SDN302_Slides_1.zip
(combo),,12175,SDN302,SDN302_Slides_2,https://flm.fpt.edu.vn/download/12175/S/2_SDN302_Slides_2.zip
(combo),,12175,SDN302,SDN302_Slides_3,https://flm.fpt.edu.vn/download/12175/S/3_SDN302_Slides_3.zip
(combo),,13782,DCD301,DCD301,https://flm.fpt.edu.vn/download/13782/S/1_DCD301.zip
(combo),,13801,SBA301,SBA301,https://flm.fpt.edu.vn/download/12200/S/1_SBA301.zip
(combo),,13778,AGU301,AGU301,https://flm.fpt.edu.vn/download/13778/S/1_AGU301.zip
(combo),,13778,AGU301,AGU301,https://flm.fpt.edu.vn/download/13778/S/2_AGU301.zip
(combo),,14153,DHV301,DHV301,https://flm.fpt.edu.vn/download/14153/S/1_DHV301.zip
(combo),,13156,PRU213,PRU213,https://flm.fpt.edu.vn/download/13156/S/1_PRU213.zip
(combo),,13156,PRU213,PRU213,https://flm.fpt.edu.vn/download/13156/S/2_PRU213.zip
